아이디,이름,나이(월),품종,성별,색상1,색상2,색상3,크기,털길이,예방접종,구충여부,중성화,지역,건강 상태,사회도,친화도,활동성,상세설명
91acbbf47,초코,89,달마시안,암컷,검정,흰색,없음,대형,단모,완료,완료,완료,서울,4,3,5,3,멋진 포스를 풍기는 초코! 하지만 마음은 따뜻한 달마시안 아이랍니다. 검정 털이 아주 부드러워요.
5017052e7,피자,67,로트와일러,수컷,검정,없음,없음,대형,장모,완료,완료,미완료,서울,3,4,5,3,"이 구역의 최고 귀염둥이 피자! 검정 털을 가진 로트와일러 아이로, 꼬리를 살랑살랑 흔들며 먼저 다가온답니다."
6c55e596d,땡칠,2,믹스견,수컷,검정,갈색,크림색,중형,단모,미완료,미완료,미완료,경기,5,4,4,3,활동량이 풍부한 땡칠이와 함께 산책 어떠신가요? 검정 털을 가진 멋진 믹스견 친구입니다.
add3c45c6,금동,1,믹스견,수컷,검정,없음,없음,중형,중모,미완료,완료,미완료,부산,3,3,5,5,멋진 포스를 풍기는 금동! 하지만 마음은 따뜻한 믹스견 아이랍니다. 검정 털이 아주 부드러워요.
fffd9b5a8,행성,14,시베리안 허스키,암컷,검정,흰색,없음,대형,단모,완료,완료,미완료,경북,4,5,5,3,"반짝이는 눈망울을 가진 행성. 검정 색상의 시베리안 허스키 아이로, 아주 영리하고 배우는 게 빠릅니다."
5a089c77f,이틀,3,골든 리트리버,수컷,크림색,없음,없음,대형,장모,완료,완료,미완료,서울,3,3,5,3,이틀은(는) 크림색 솜뭉치 같아요! '사회성 만렙'을 담당하는 귀여운 골든 리트리버 아이랍니다. 밝은 에너지가 넘쳐요.
b49c33f08,건강,1,믹스견,수컷,검정,갈색,없음,대형,단모,미완료,미완료,미완료,경기,4,5,5,3,간식을 기다릴 때 가장 진지한 건강이에요. 검정 털의 귀여운 믹스견으로 호기심이 아주 많답니다.
ad4a30fcb,두부,4,믹스견,암컷,크림색,없음,없음,중형,단모,완료,완료,미완료,서울,5,5,5,3,애교가 철철 넘치는 두부! 크림색 털이 부드러운 믹스견 아이입니다. 눈만 마주쳐도 기분이 좋아져요.
931fd5858,자스민,1,믹스견,수컷,갈색,흰색,없음,중형,중모,미완료,미완료,미완료,서울,3,4,4,3,처음엔 쑥스러워하지만 금방 친해지는 자스민! 갈색 털의 소중한 믹스견 천사를 만나보세요.
9afc068ae,크림,3,믹스견,암컷,갈색,흰색,없음,중형,중모,완료,완료,미완료,울산,5,4,5,4,"이 구역의 최고 귀염둥이 크림! 갈색 털을 가진 믹스견 아이로, 꼬리를 살랑살랑 흔들며 먼저 다가온답니다."
c1ecd33ac,푸딩,18,닥스훈트,수컷,갈색,없음,없음,소형,단모,완료,완료,완료,인천,4,4,3,4,통통 튀는 걸음걸이가 매력적인 푸딩! 멋진 갈색 색을 가진 닥스훈트 친구와 평생 가족이 되어주세요.
edcc13ccb,똘이,36,골든 리트리버,수컷,크림색,없음,없음,대형,중모,불확실,불확실,미완료,경기,3,5,3,5,"차분하고 순한 성격의 똘이입니다. 크림색 색상의 골든 리트리버 아이로, 조용히 곁을 지켜주는 든든한 친구예요."
610c05772,짬뽕,12,믹스견,수컷,갈색,없음,없음,중형,단모,불확실,불확실,미완료,서울,3,4,5,4,간식을 기다릴 때 가장 진지한 짬뽕이에요. 갈색 털의 귀여운 믹스견으로 호기심이 아주 많답니다.
73a25206b,씩씩,19,믹스견,암컷,검정,갈색,크림색,소형,단모,미완료,완료,미완료,경북,3,4,4,5,씩씩은(는) 정말 사랑스러운 믹스견 친구예요. 검정 털이 매력 포인트이며 누구와도 잘 지내요.
3b9f04df5,햇님,2,믹스견,수컷,검정,갈색,흰색,중형,중모,완료,완료,미완료,인천,5,5,4,3,활동량이 풍부한 햇님이와 함께 산책 어떠신가요? 검정 털을 가진 멋진 믹스견 친구입니다.
69275e62d,치치,1,믹스견,암컷,갈색,흰색,없음,대형,단모,미완료,미완료,미완료,경기,4,3,5,3,치치은(는) 정말 사랑스러운 믹스견 친구예요. 갈색 털이 매력 포인트이며 누구와도 잘 지내요.
704737525,잭,1,오스트레일리안 켈피,수컷,갈색,없음,없음,중형,단모,미완료,미완료,미완료,대구,3,3,3,4,"차분하고 순한 성격의 잭입니다. 갈색 색상의 오스트레일리안 켈피 아이로, 조용히 곁을 지켜주는 든든한 친구예요."
139f58538,똘똘,2,믹스견,암컷,크림색,없음,없음,중형,단모,완료,완료,미완료,인천,4,4,4,3,똘똘은(는) 크림색 솜뭉치 같아요! '사회성 만렙'을 담당하는 귀여운 믹스견 아이랍니다. 밝은 에너지가 넘쳐요.
93e53882d,나린,84,시츄,암컷,갈색,금색,흰색,소형,단모,완료,완료,미완료,울산,5,3,3,5,멋진 포스를 풍기는 나린! 하지만 마음은 따뜻한 시츄 아이랍니다. 갈색 털이 아주 부드러워요.
645914c88,미키,6,골든 리트리버,수컷,갈색,노란색,없음,대형,중모,완료,완료,미완료,서울,4,5,4,5,"차분하고 순한 성격의 미키입니다. 갈색 색상의 골든 리트리버 아이로, 조용히 곁을 지켜주는 든든한 친구예요."
17ba1d7ce,씽씽,19,푸들,수컷,갈색,금색,없음,중형,중모,완료,완료,미완료,서울,4,4,4,4,"반짝이는 눈망울을 가진 씽씽. 갈색 색상의 푸들 아이로, 아주 영리하고 배우는 게 빠릅니다."
4badb22cb,탕수육,36,믹스견,수컷,갈색,없음,없음,소형,장모,불확실,불확실,미완료,경북,3,4,4,5,활동량이 풍부한 탕수육이와 함께 산책 어떠신가요? 갈색 털을 가진 멋진 믹스견 친구입니다.
2cf6ead97,일곱,1,믹스견,암컷,검정,갈색,없음,중형,단모,미완료,완료,미완료,서울,5,3,5,3,표정은 세상 진지한 일곱! 검정 털이 매력적인 믹스견 친구예요. 호기심도 많고 아주 씩씩하답니다.
f5f1ea56c,곰이,35,닥스훈트,수컷,갈색,없음,없음,소형,단모,완료,완료,불확실,제주,4,5,5,5,간식을 기다릴 때 가장 진지한 곰이이에요. 갈색 털의 귀여운 닥스훈트으로 호기심이 아주 많답니다.
d755e40d7,사이다,18,시츄,수컷,갈색,크림색,흰색,소형,중모,완료,완료,완료,서울,3,3,5,3,"사람을 정말 좋아하는 사이다이에요. 갈색 코트가 멋진 시츄으로, 순하고 맑은 눈망울을 가졌어요."
fb1a745e6,별님,12,슈나우저,수컷,회색,없음,없음,소형,중모,완료,완료,불확실,경기,5,4,3,3,별님은(는) 회색 솜뭉치 같아요! '사회성 만렙'을 담당하는 귀여운 슈나우저 아이랍니다. 밝은 에너지가 넘쳐요.
549c35706,바늘,2,믹스견,암컷,갈색,흰색,없음,중형,중모,미완료,완료,미완료,경남,3,4,5,3,"차분하고 순한 성격의 바늘입니다. 갈색 색상의 믹스견 아이로, 조용히 곁을 지켜주는 든든한 친구예요."
ccf8c71f6,땡칠,4,닥스훈트,수컷,검정,크림색,흰색,중형,단모,불확실,완료,미완료,인천,5,3,3,3,활동량이 풍부한 땡칠이와 함께 산책 어떠신가요? 검정 털을 가진 멋진 닥스훈트 친구입니다.
ee34f3079,밤톨,2,믹스견,수컷,크림색,흰색,없음,중형,단모,미완료,미완료,미완료,경기,4,5,5,4,"차분하고 순한 성격의 밤톨입니다. 크림색 색상의 믹스견 아이로, 조용히 곁을 지켜주는 든든한 친구예요."
48cb3c66a,둥실,2,믹스견,암컷,노란색,없음,없음,중형,단모,완료,완료,미완료,전북,5,5,4,4,"차분하고 순한 성격의 둥실입니다. 노란색 색상의 믹스견 아이로, 조용히 곁을 지켜주는 든든한 친구예요."
1cfc647dc,참치,84,코커 스패니얼,암컷,검정,회색,흰색,중형,장모,완료,완료,미완료,인천,3,5,4,5,표정은 세상 진지한 참치! 검정 털이 매력적인 코커 스패니얼 친구예요. 호기심도 많고 아주 씩씩하답니다.
7133c0c97,은하수,3,믹스견,암컷,검정,갈색,흰색,중형,단모,미완료,미완료,미완료,서울,5,4,3,3,세상에서 가장 야무진 은하수이를 소개합니다. 검정 색상의 믹스견이며 주사도 씩씩하게 잘 맞는 천사예요.
86629a3ee,티거,5,믹스견,암컷,검정,갈색,흰색,중형,중모,완료,완료,미완료,경기,3,5,5,3,"반짝이는 눈망울을 가진 티거. 검정 색상의 믹스견 아이로, 아주 영리하고 배우는 게 빠릅니다."
7595f467b,미르,12,믹스견,수컷,갈색,흰색,없음,중형,중모,불확실,불확실,불확실,충남,3,3,3,5,"반짝이는 눈망울을 가진 미르. 갈색 색상의 믹스견 아이로, 아주 영리하고 배우는 게 빠릅니다."
192303603,티몬,36,푸들,암컷,검정,회색,없음,소형,중모,불확실,완료,미완료,충남,5,4,5,5,"이 구역의 최고 귀염둥이 티몬! 검정 털을 가진 푸들 아이로, 꼬리를 살랑살랑 흔들며 먼저 다가온답니다."
e4dd90768,달이,1,믹스견,수컷,갈색,없음,없음,중형,단모,미완료,미완료,미완료,경남,5,3,3,3,애교가 철철 넘치는 달이! 갈색 털이 부드러운 믹스견 아이입니다. 눈만 마주쳐도 기분이 좋아져요.
b414c5dd9,누리,1,믹스견,수컷,검정,없음,없음,중형,중모,미완료,완료,미완료,부산,4,3,4,3,"이 구역의 최고 귀염둥이 누리! 검정 털을 가진 믹스견 아이로, 꼬리를 살랑살랑 흔들며 먼저 다가온답니다."
eddc2e2ae,환타,5,푸들,수컷,크림색,흰색,없음,중형,중모,완료,완료,불확실,인천,5,4,3,5,환타은(는) 크림색 솜뭉치 같아요! '사회성 만렙'을 담당하는 귀여운 푸들 아이랍니다. 밝은 에너지가 넘쳐요.
8f90bba4c,펭귄,14,믹스견,암컷,검정,갈색,없음,중형,중모,완료,완료,완료,인천,3,4,4,3,처음엔 쑥스러워하지만 금방 친해지는 펭귄! 검정 털의 소중한 믹스견 천사를 만나보세요.
573f877f8,미키,12,푸들,수컷,크림색,흰색,없음,중형,단모,불확실,불확실,불확실,경북,5,4,4,4,애교가 철철 넘치는 미키! 크림색 털이 부드러운 푸들 아이입니다. 눈만 마주쳐도 기분이 좋아져요.
02f89bdcb,가을,72,래브라도 리트리버,수컷,크림색,없음,없음,대형,단모,완료,완료,미완료,경기,5,3,3,5,가을은(는) 정말 사랑스러운 래브라도 리트리버 친구예요. 크림색 털이 매력 포인트이며 누구와도 잘 지내요.
61e477c0a,플루토,1,믹스견,수컷,갈색,없음,없음,중형,중모,미완료,완료,미완료,제주,4,5,4,4,구조 후 잘 적응 중인 플루토! 믹스견 특유의 영리함과 갈색 털이 돋보입니다. 가족을 기다려요.
a9294a9ea,올라프,72,저먼 셰퍼드,수컷,검정,갈색,없음,대형,단모,완료,완료,미완료,울산,5,4,4,4,구조 후 잘 적응 중인 올라프! 저먼 셰퍼드 특유의 영리함과 검정 털이 돋보입니다. 가족을 기다려요.
a97a679b0,도토리,12,믹스견,암컷,흰색,없음,없음,중형,중모,완료,완료,완료,전남,3,3,3,5,활동량이 풍부한 도토리이와 함께 산책 어떠신가요? 흰색 털을 가진 멋진 믹스견 친구입니다.
31353ed83,열이,4,시베리안 허스키,암컷,검정,갈색,없음,대형,중모,완료,완료,미완료,충남,5,4,3,5,구조 후 잘 적응 중인 열이! 시베리안 허스키 특유의 영리함과 검정 털이 돋보입니다. 가족을 기다려요.
30aa1059a,치타,36,래브라도 리트리버,수컷,노란색,없음,없음,대형,중모,완료,완료,미완료,인천,4,3,4,4,간식을 기다릴 때 가장 진지한 치타이에요. 노란색 털의 귀여운 래브라도 리트리버으로 호기심이 아주 많답니다.
aa91c3400,뚱이,2,믹스견,암컷,갈색,금색,없음,소형,단모,미완료,미완료,미완료,서울,3,4,3,5,통통 튀는 걸음걸이가 매력적인 뚱이! 멋진 갈색 색을 가진 믹스견 친구와 평생 가족이 되어주세요.
171113c99,찐빵,2,셰퍼드,수컷,갈색,크림색,없음,대형,단모,미완료,미완료,미완료,서울,4,3,3,5,세상에서 가장 야무진 찐빵이를 소개합니다. 갈색 색상의 Shepherd이며 주사도 씩씩하게 잘 맞는 천사예요.
acfbc9b71,사랑,2,저먼 셰퍼드,암컷,검정,갈색,없음,중형,단모,미완료,완료,미완료,경기,4,3,3,5,"반짝이는 눈망울을 가진 사랑. 검정 색상의 저먼 셰퍼드 아이로, 아주 영리하고 배우는 게 빠릅니다."
7d25ac957,햇살,36,닥스훈트,수컷,검정,갈색,없음,중형,단모,완료,완료,불확실,부산,4,5,3,3,햇살은(는) 정말 사랑스러운 닥스훈트 친구예요. 검정 털이 매력 포인트이며 누구와도 잘 지내요.
a2656874e,가을,4,믹스견,수컷,검정,갈색,없음,중형,단모,완료,완료,불확실,전남,3,5,3,3,구조 후 잘 적응 중인 가을! 믹스견 특유의 영리함과 검정 털이 돋보입니다. 가족을 기다려요.
ac8fa1b6c,심바,3,믹스견,암컷,갈색,없음,없음,중형,중모,완료,완료,완료,경남,4,4,3,3,세상에서 가장 야무진 심바이를 소개합니다. 갈색 색상의 믹스견이며 주사도 씩씩하게 잘 맞는 천사예요.
8d970238d,연두,4,믹스견,암컷,검정,갈색,없음,대형,중모,완료,완료,미완료,경북,3,5,3,3,애교가 철철 넘치는 연두! 검정 털이 부드러운 믹스견 아이입니다. 눈만 마주쳐도 기분이 좋아져요.
7c82670f8,판다,9,푸들,수컷,갈색,없음,없음,소형,중모,완료,완료,미완료,경기,3,3,3,5,"이 구역의 최고 귀염둥이 판다! 갈색 털을 가진 푸들 아이로, 꼬리를 살랑살랑 흔들며 먼저 다가온답니다."
d9c6517ae,나흘,4,믹스견,수컷,갈색,크림색,없음,대형,단모,미완료,완료,불확실,강원,5,3,4,4,나흘은(는) 갈색 솜뭉치 같아요! '사회성 만렙'을 담당하는 귀여운 믹스견 아이랍니다. 밝은 에너지가 넘쳐요.
4eae8cc31,별님,12,차우차우,수컷,갈색,없음,없음,중형,장모,불확실,완료,미완료,서울,3,5,5,3,멋진 포스를 풍기는 별님! 하지만 마음은 따뜻한 차우차우 아이랍니다. 갈색 털이 아주 부드러워요.
9c777bb01,서리,4,믹스견,암컷,갈색,금색,크림색,중형,중모,완료,완료,미완료,서울,4,5,5,4,활동량이 풍부한 서리이와 함께 산책 어떠신가요? 갈색 털을 가진 멋진 믹스견 친구입니다.
87a3ef269,용맹,2,로트와일러,암컷,검정,금색,없음,대형,중모,불확실,불확실,미완료,경기,4,5,3,3,구조 후 잘 적응 중인 용맹! 로트와일러 특유의 영리함과 검정 털이 돋보입니다. 가족을 기다려요.
979d48d7b,엘사,7,코기,암컷,크림색,없음,없음,중형,단모,완료,완료,완료,서울,5,5,5,5,애교가 철철 넘치는 엘사! 크림색 털이 부드러운 코기 아이입니다. 눈만 마주쳐도 기분이 좋아져요.
323803a9b,까칠,4,믹스견,수컷,검정,갈색,없음,중형,장모,불확실,불확실,미완료,서울,5,5,3,5,까칠은(는) 정말 사랑스러운 믹스견 친구예요. 검정 털이 매력 포인트이며 누구와도 잘 지내요.
404eb3b06,심바,2,믹스견,수컷,갈색,흰색,없음,중형,중모,미완료,미완료,미완료,광주,4,3,5,5,"차분하고 순한 성격의 심바입니다. 갈색 색상의 믹스견 아이로, 조용히 곁을 지켜주는 든든한 친구예요."
b39f3f7ad,멸치,24,달마시안,암컷,검정,흰색,없음,중형,단모,완료,완료,불확실,경북,4,3,3,4,애교가 철철 넘치는 멸치! 검정 털이 부드러운 달마시안 아이입니다. 눈만 마주쳐도 기분이 좋아져요.
420bdee9f,은동,0,믹스견,수컷,검정,없음,없음,중형,단모,완료,완료,완료,경기,4,5,3,4,은동은(는) 정말 사랑스러운 믹스견 친구예요. 검정 털이 매력 포인트이며 누구와도 잘 지내요.
95636a0d9,줄기,6,믹스견,암컷,금색,크림색,흰색,중형,중모,완료,완료,미완료,광주,5,3,5,4,"차분하고 순한 성격의 줄기입니다. 금색 색상의 믹스견 아이로, 조용히 곁을 지켜주는 든든한 친구예요."
adc5ada07,햇살,4,푸들,수컷,검정,없음,없음,중형,중모,미완료,미완료,미완료,부산,5,5,4,5,세상에서 가장 야무진 햇살이를 소개합니다. 검정 색상의 푸들이며 주사도 씩씩하게 잘 맞는 천사예요.
a8b358af2,이틀,84,페키니즈,수컷,흰색,없음,없음,소형,중모,불확실,불확실,불확실,경기,5,3,4,5,"반짝이는 눈망울을 가진 이틀. 흰색 색상의 페키니즈 아이로, 아주 영리하고 배우는 게 빠릅니다."
